,url,img,bank,card_name,card_type,card_feature_description,card_benefit_description,cost_interest_rate_annum,cost_annual_fee,cost_annual_fee_condition,required_income,required_age,required_applicant,cashback,cashback_category,cashback_info,reward,reward_category,reward_info,travel_benefit,travel_benefit_category,travel_benefit_info,premium,premium_info,petrol,petrol_info
10,https://ringgitplus.com/en/credit-card/New-AEON-MasterCard-Classic.html,https://ringgitplus.com/img/card-400/519489e2193821ed4a000001/new-aeon-mastercard-classic.jpg,aeon,new_aeon_mastercard_classic,,,,15% p.a.,0,free*,2000,21 years old  years old primary card | 18 years old supplementary card,Anybody,TRUE,"{""AEON Thank You Day"": [""5%"", ""RM100"", ""any amount in a single receipt""]}",5% cashback on AEON Thank You Day. You can save up to a maximum of RM100!,TRUE,"{""4 points on every RM1"": [""at AEON Stores every 10th of the month""], ""2 points on every RM1"": [""at AEON Stores everyday""], ""1 point on every RM2"": [""other and overseas transactions (except Petrol and Government department)""]}",Get 4x AEON Points for every RM1 you spent at the AEON store on the 10th of every month! Other dates give you 2x AEON Points for every RM1 spent. Other and overseas transactions will reward you 1X AEON Point for every RM2 spent.,TRUE,,AEON World Desk Centre provides personalised services and global assistance from lost and stolen cards to hotel reservations.,FALSE,,FALSE,
11,https://ringgitplus.com/en/credit-card/AEON-Visa-Classic.html,https://ringgitplus.com/img/card-400/519489e2193821ed4a00000b/aeon-visa-classic.jpg,aeon,aeon_visa_classic,,,,15% p.a.,0,free*,2000,21 years old  years old primary card | 18 years old supplementary card,Anybody,TRUE,"{""AEON BiG Thank You Members Day"": [""5%"", ""RM100"", ""any amount""]}",Get 5% cashback on AEON BiG Thank You Day on 28th every month.,TRUE,"{""1 point on every RM2"": [""on retail spending""]}","Earn 1X AEON MEMBER Points for every RM2 retail transaction and you can redeem them for free shopping, dining and travel.",TRUE,,AEON World Desk Centre provides personalised services and global assistance from lost and stolen cards to hotel reservations.,FALSE,,FALSE,
12,https://ringgitplus.com/en/credit-card/AEON-MasterCard-Classic.html,https://ringgitplus.com/img/card-400/519489e2193821ed4a000005/aeon-mastercard-classic.jpg,aeon,aeon_mastercard_classic,,,,15% p.a.,0,free*,2000,21 years old  years old primary card | 18 years old supplementary card,Anybody,TRUE,"{""AEON BiG Thank You Members Day"": [""5%"", ""RM100"", ""any amount monthly""]}",Earn 5% cashback on AEON BiG Thank You Day.,TRUE,"{""1 point on every RM2"": [""on retail spending""]}","Save more when you shop at AEON participating merchants that offers great deals and discounts. Earn 1X AEON MEMBER Points for every RM2 spent on retail! Earned AEON MEMBER Points can be exchanged for shopping, traveling and dining deals.",TRUE,,AEON World Desk Centre provides personalised services and global assistance from lost and stolen cards to hotel reservations.,FALSE,,FALSE,
13,https://ringgitplus.com/en/credit-card/Affinbank-World-MasterCard.html,https://ringgitplus.com/img/card-400/53c8a6d3f2d42521322f2820/affinbank-world-mastercard.jpg,affin_bank,affinbank_world_mastercard,,,,15% p.a.,0,free*,6666.67,21 years old  years old primary card | 18 years old supplementary card,Anybody,FALSE,,,TRUE,"{""3 points on every RM1"": [""on all overseas retail expenses""], ""1 point on every RM1"": [""on all local retail transactions""]}",Earn 1x AFFIN Reward Points for every RM1 spent on local retail purchases with your Affinbank World MasterCard and 3x AFFIN Rewards Points on overseas purchases. Collect enough reward points to redeem various items offered under the program.,TRUE,"{""Personal Accident"": [""Up to RM100,000""], ""Travel Insurance"": [""Up to RM1,000,000""], ""Delayed Flight"": [""Up to RM1,000""], ""Missed Flight"": [""Up to RM1,000""], ""Lost Luggage"": [""Up to RM2,000""], ""Delayed Luggage"": [""Up to RM1,000""]}","Automatic travel insurance coverage up to RM1,000,000 when you charge full air tickets fare using the Affin Bank World MasterCard. Convert your AFFIN Rewards Points to Enrich Miles, AirAsia BIG Points and Malindo Miles.",TRUE,"Enjoy 6x complimentary priority pass per year at the Airport Lounge. 24 hours WORLD MasterCard concierge service to assist you from travel arrangements, shopping, reservation and more. Complimentary green fees at the finest golf courses in Malaysia, Thailand and Indonesia.",FALSE,
14,https://ringgitplus.com/en/credit-card/Affinbank-Visa-Business-Platinum.html,https://ringgitplus.com/img/card-400/5c78e50cb0c2a00b65590b1c/affinbank-visa-business-platinum.jpg,affin_bank,affinbank_visa_business_platinum,,,,15% p.a.,0,free*,4000,21 years old  years old primary card,Any Business,TRUE,"{""Overseas Retail Spend"": [""1%"", ""uncapped"", ""any amount monthly""], ""Local Retail Spend"": [""0.3%"", ""uncapped"", ""any amount monthly""]}",Unlimited cash back of 1% whenever you spend on your overseas purchases and 0.3% cash back on all other local retail purchases.,FALSE,,,TRUE,"{""Personal Accident"": [""Up to RM100,000""], ""Travel Insurance"": [""Up to RM1,000,000""], ""Delayed Flight"": [""Up to RM1,000""], ""Missed Flight"": [""Up to RM1,000""], ""Lost Luggage"": [""Up to RM2,000""], ""Delayed Luggage"": [""Up to RM1,000""]}","Enjoy 6x complimentary access to the Plaza Premium Lounge both locally and internationally throughout the year! Also, Free Travel Personal Accident Insurance of up to RM1,000,000, including compensation for inconveniences such as flight delay, missed flight, luggage delay and loss of luggage.",TRUE,"Practice your swing with complimentary green fees at the finest golf courses in Malaysia and Indonesia. That's not all, you are also entitled to privileged access to prestigious golf courses in Singapore, Thailand, Vietnam and the Philippines.",FALSE,
15,https://ringgitplus.com/en/credit-card/Affinbank-Visa-Gold.html,https://ringgitplus.com/img/card-400/519489e2193821ed4a000011/affinbank-visa-gold.jpg,affin_bank,affinbank_visa_gold,,,,15% p.a.,0,free*,2000,21 years old  years old primary card | 18 years old supplementary card,Anybody,FALSE,,,TRUE,"{""1 point on every RM1"": [""on all retail transactions""]}","Like gifts and free stuff Spend with your Affinbank MasterCard Gold on retail purchases as every RM1 spent will get you 1x AFFIN Rewards Points. Spend more to collect more points, which can be redeemed with gifts, vouchers and other merchandises!",FALSE,,,FALSE,,FALSE,
16,https://ringgitplus.com/en/credit-card/Affinbank-MasterCard-Classic.html,https://ringgitplus.com/img/card-400/519489e2193821ed4a00000e/affinbank-mastercard-classic.jpg,affin_bank,affinbank_mastercard_classic,,,,15% p.a.,0,free*,2000,21 years old  years old primary card | 18 years old supplementary card,Anybody,FALSE,,,TRUE,"{""1 point on every RM1"": [""on all retail transactions""]}","Stop dreaming and start earning! Swipe your Affinbank MasterCard Classic to redeem dining or shopping vouchers, branded merchandises and gadgets you always wanted. For every Ringgit spent on retail purchases, you will earn 1x AFFIN Rewards Points.",FALSE,,,FALSE,,FALSE,
17,https://ringgitplus.com/en/credit-card/Affinbank-BHPetrol-Touch-Fuel-MasterCard-Contactless.html,https://ringgitplus.com/img/card-400/519489e2193821ed4a000014/affinbank-bhpetrol-touch-fuel-mastercard-contactless.jpg,affin_bank,affinbank_bhpetrol_'touch_&_fuel'_mastercard_contactless,,,,15% p.a.,0,free*,2000,21 years old  years old primary card | 18 years old supplementary card,Anybody,TRUE,"{""Petrol spend (weekend)"": [""10%"", ""RM50"", ""any amount on weekends only""], ""Petrol spend (weekdays)"": [""2%"", ""RM50"", ""any amount monthly""]}",Get 10% cashback when you pump your petrol at BHPetrol on weekends and 2% cashback on weekdays (capped at RM50 monthly).,TRUE,"{""1 point on every RM1"": [""on all retail transactions""]}","Swipe your Affinbank BHPetrol 'Touch & Fuel' MasterCard Contactless to redeem dining or shopping vouchers, branded merchandises and gadgets you always wanted. For every Ringgit spent on retail purchases, you will earn 1x AFFIN Rewards Points.",FALSE,,,FALSE,,TRUE,Receive RM20 petrol credit when your Affinbank credit card application is approved.
18,https://ringgitplus.com/en/credit-card/Affinbank-MasterCard-Gold.html,https://ringgitplus.com/img/card-400/519489e2193821ed4a000010/affinbank-mastercard-gold.jpg,affin_bank,affinbank_mastercard_gold,,,,15% p.a.,0,free*,2000,21 years old  years old primary card | 18 years old supplementary card,Anybody,FALSE,,,TRUE,"{""1 point on every RM1"": [""on all retail transactions""]}","Like gifts and free stuff? Spend with your Affinbank MasterCard Gold on retail purchases as every RM1 spent will get you 1x AFFIN Rewards Points. Spend more to collect more points, which can be redeemed with gifts, vouchers and other merchandises!",FALSE,,,FALSE,,FALSE,
19,https://ringgitplus.com/en/credit-card/Affinbank-Visa-Classic.html,https://ringgitplus.com/img/card-400/519489e2193821ed4a00000f/affinbank-visa-classic.jpg,affin_bank,affinbank_visa_classic,,,,15% p.a.,0,free*,2000,21 years old  years old primary card | 18 years old supplementary card,Anybody,FALSE,,,TRUE,"{""1 point on every RM1"": [""on all retail transactions""]}","Stop dreaming and start earning! Swipe your Affinbank MasterCard Classic to redeem dining or shopping vouchers, branded merchandises and gadgets you always wanted. For every Ringgit spent on retail purchases, you will earn 1x AFFIN Rewards Points.",FALSE,,,FALSE,,FALSE,
20,https://ringgitplus.com/en/credit-card/Affinbank-Visa-Signature-Card.html,https://ringgitplus.com/img/card-400/5dcbbc5356b493995f827ea9/affinbank-visa-signature-card.jpg,affin_bank,affinbank_visa_signature_card,,,,15% p.a.,0,free*,4000,21 years old  years old primary card | 18 years old supplementary card,Any Business,TRUE,"{""Contactless Transactions"": [""3%"", ""RM80"", ""any amount monthly""]}",Enjoy 3% cashback every time you perform a contactless transaction - simply tap your Affinbank Visa Signature Card during payment!,TRUE,"{""1 point on every RM1"": [""on e-commerce, mail order phone, recurring and standing instruction transactions""]}","For non-contactless transactions, enjoy 1x AFFIN Rewards Point for every RM1 PIN-based and ""card-not-present"" transaction spent (e-commerce, mail order phone, recurring & standing instruction).",FALSE,,,TRUE,"Affinbank Golf Privilege lets you enjoy complimentary green fees at high-end golf courses in Malaysia, Indonesia and Thailand.",FALSE,
21,https://ringgitplus.com/en/credit-card/Affinbank-Visa-Basic.html,https://ringgitplus.com/img/card-400/566fef0b5a579b16196a31af/affinbank-visa-basic.jpg,affin_bank,affinbank_visa_basic,,,,15% p.a.,0,free,2000,21 years old  years old primary card | 18 years old supplementary card,Anybody,FALSE,,,FALSE,,,FALSE,,,FALSE,,FALSE,
22,https://ringgitplus.com/en/credit-card/Affinbank-MasterCard-Basic.html,https://ringgitplus.com/img/card-400/566fdeb45a579b16196a31ab/affinbank-mastercard-basic.jpg,affin_bank,affinbank_mastercard_basic,,,,15% p.a.,0,free,2000,21 years old  years old primary card | 18 years old supplementary card,Anybody,FALSE,,,FALSE,,,FALSE,,,FALSE,,FALSE,
23,https://ringgitplus.com/en/credit-card/AFFIN-Islamic-World-Mastercard.html,https://ringgitplus.com/img/card-400/5b76805fd1077cae0c81204f/affin-islamic-world-mastercard.jpg,affin_islamic_bank,affin_islamic_world_mastercard,,,,12% p.a.,0,free*,6666.67,21 years old  years old primary card | 18 years old supplementary card,Anybody,FALSE,,,TRUE,"{""3 points on every RM1"": [""on all overseas retail transaction""], ""1 point on every RM1"": [""on all local retail transaction""]}","For every Ringgit spent on retail purchases locally and overseas, earn 1 AFFIN Rewards Point to redeem various items under this loyalty program",TRUE,"{""Personal Accident"": [""Up to RM100,000""], ""Travel Insurance"": [""Up to RM1,000,000""], ""Delayed Flight"": [""Up to RM1,000""], ""Missed Flight"": [""Up to RM1,000""], ""Lost Luggage"": [""Up to RM1,000""], ""Delayed Luggage"": [""Up to RM1,000""]}","Enjoy 6X complimentary Plaza Premium Lounge access every year in Malaysia, Indonesia, Cambodia, Philippines, Singapore, Taiwan and Saudi Arabia. Get automatically covered up to RM1 million with Travel and Personal Accident Takaful when you charge your travel tickets to Affin Islamic credit cards",TRUE,"Practice your swing at complimentary green fees at selected golf clubs in the region. Get personalized assistance with MasterCard Global Service, World MasterCard Concierge Service and AFFIN Islamic World MasterCard Customer Service.",FALSE,
24,https://ringgitplus.com/en/credit-card/AFFIN-Islamic-Visa-Business-Platinum-Card.html,https://ringgitplus.com/img/card-400/5c872981d564be6332e416a5/affin-islamic-visa-business-platinum-card.jpg,affin_islamic_bank,affin_islamic_visa_business_platinum_card,,,,12% p.a.,0,free*,4000,21 years old  years old primary card,Any Business,TRUE,"{""Overseas Retail Spend"": [""1%"", ""uncapped"", ""any amount monthly""], ""Local Retail Spend"": [""0.3%"", ""uncapped"", ""any amount monthly""]}",Unlimited cash back of 1% whenever you spend on your overseas purchases and 0.3% cash back on all other local retail purchases.,FALSE,,,TRUE,"{""Travel Insurance"": [""Up to RM1,000,000""], ""Delayed Flight"": [""Up to RM1,000""], ""Missed Flight"": [""Up to RM1,000""], ""Lost Luggage"": [""Up to RM2,000""], ""Delayed Luggage"": [""Up to RM1,000""]}","Enjoy 6x complimentary access to the Plaza Premium Lounge both locally and internationally throughout the year! Also, Free Travel Personal Accident Insurance of up to RM1,000,000, including compensation for inconveniences such as flight delay, missed flight, luggage delay and loss of luggage.",TRUE,"Practice your swing with complimentary green fees at the finest golf courses in Malaysia and Indonesia. That's not all, you are also entitled to privileged access to prestigious golf courses in Singapore, Thailand, Vietnam and the Philippines.",FALSE,
25,https://ringgitplus.com/en/credit-card/AFFIN-Islamic-Platinum-Mastercard.html,https://ringgitplus.com/img/card-400/5b767ef0d1077cae0c81204d/affin-islamic-platinum-mastercard.jpg,affin_islamic_bank,affin_islamic_platinum_mastercard,,,,15% p.a.,0,free*,4000,21 years old  years old primary card | 18 years old supplementary card,Anybody,FALSE,,,TRUE,"{""2 points on every RM1"": [""on all overseas retail spends""], ""1 point on every RM1"": [""on all local retail transactions""]}","For every Ringgit spent on retail purchases locally, earn 1 AFFIN Rewards Point, whereas 2 AFFIN Rewards Points when spending overseas to redeem various items under this loyalty program",FALSE,,,TRUE,"Spend and donate at the same time. With every retail transaction you made with AFFIN Islamic Mastercard Credit Card-i, the Bank will contribute to selected charity organizations",FALSE,
26,https://ringgitplus.com/en/credit-card/AFFIN-Islamic-Mastercard-Gold.html,https://ringgitplus.com/img/card-400/5b767bfcd1077cae0c812049/affin-islamic-mastercard-gold.jpg,affin_islamic_bank,affin_islamic_mastercard_gold,,,,15% p.a.,0,free*,2500,21 years old  years old primary card | 18 years old supplementary card,Anybody,FALSE,,,TRUE,"{""2 points on every RM1"": [""on overseas retail expenses""], ""1 point on every RM1"": [""on local retail expenses""]}","For every Ringgit spent on retail purchases locally and overseas, earn 1 AFFIN Rewards Point to redeem various items under this loyalty program",FALSE,,,TRUE,"Spend and donate at the same time. With every retail transaction you made with AFFIN Islamic Mastercard Credit Card-i, the Bank will contribute to selected charity organizations",FALSE,
27,https://ringgitplus.com/en/credit-card/AFFIN-Islamic-Mastercard-Basic.html,https://ringgitplus.com/img/card-400/5b7675b2d1077cae0c812044/affin-islamic-mastercard-basic.jpg,affin_islamic_bank,affin_islamic_mastercard_basic,,,,15% p.a.,0,free,2000,21 years old  years old primary card | 18 years old supplementary card,Anybody,FALSE,,,FALSE,,,TRUE,"{""Personal Accident"": [""Up to RM250,000""], ""Delayed Flight"": [""Up to RM250""], ""Missed Flight"": [""Up to RM250""], ""Lost Luggage"": [""Up to RM250""], ""Delayed Luggage"": [""Up to RM250""]}","Get complimentary flight and travel Takaful coverage up to RM250,000 when you charge your travel tickets to Affin Islamic credit cards",TRUE,"Spend and donate at the same time. With every retail transaction you made with AFFIN Islamic Mastercard Credit Card-i, the Bank will contribute to selected charity organizations",FALSE,
